query_id,user_id,timestamp,user_age,user_location,device,account_type,intention,query_text,response_time,satisfaction_score
15073,13369,2022-08-09 11:00:00,35,urban,mobile,savings,check_balance,What's my current balance? 941,53,1
15074,15202,2023-02-23 10:00:00,54,urban,mobile,checking,card_activation,How to activate debit card?,29,2
15075,16071,2022-03-04 15:00:00,61,urban,app,savings,open_account,Open savings account online.,48,1
15076,8735,2023-07-30 15:00:00,67,urban,app,credit,check_balance,What's my current balance? 117,56,1
15077,8884,2022-11-27 13:00:00,78,urban,mobile,credit,card_activation,How to activate debit card? 377,53,1
15078,1026,2022-09-25 14:00:00,64,rural,app,credit,open_account,Apply for checking account. 203,18,5
15079,12198,2023-11-23 16:00:00,68,urban,web,checking,card_activation,Card activation code.,15,5
15080,3360,2022-11-22 15:00:00,56,urban,web,checking,check_balance,How much money do I have left?,15,4
15081,5258,2023-02-26 15:00:00,18,urban,web,credit,transfer_money,Make a wire transfer.,17,5
15082,2952,2023-02-05 15:00:00,53,rural,mobile,savings,transfer_money,Send money to friend.,34,1
15083,7390,2023-03-29 18:00:00,40,urban,web,credit,transfer_money,Transfer $100 to my savings.,30,2
15084,14667,2023-03-12 13:00:00,22,urban,mobile,credit,open_account,Open savings account online. 295,17,5
15085,14953,2023-02-13 13:00:00,79,rural,mobile,checking,loan_inquiry,Check eligibility for mortgage.,31,1
15086,18940,2022-09-24 15:00:00,29,urban,mobile,checking,transfer_money,Send money to friend. 599,28,2
15087,14228,2022-02-25 17:00:00,33,rural,web,savings,transfer_money,Transfer $100 to my savings. 210,34,2
15088,17535,2022-10-02 17:00:00,22,urban,mobile,credit,payment_issue,Bill payment error. 981,42,2
15089,15625,2023-05-13 18:00:00,33,urban,app,credit,check_balance,What's my current balance? 16,26,4
15090,1736,2022-08-13 17:00:00,20,urban,mobile,checking,open_account,Apply for checking account.,19,4
15091,17423,2022-12-14 18:00:00,57,rural,mobile,credit,report_fraud,Report fraudulent transaction. 592,55,1
15092,6370,2023-10-14 16:00:00,68,rural,web,credit,loan_inquiry,Check eligibility for mortgage.,43,1
15093,7128,2022-02-16 11:00:00,72,urban,app,credit,card_activation,How to activate debit card? 865,51,1
15094,2913,2022-11-12 12:00:00,34,urban,mobile,credit,report_fraud,Report fraudulent transaction.,31,1
15095,15465,2023-04-04 11:00:00,28,urban,mobile,checking,check_balance,Check my account balance please.,10,3
15096,12607,2023-02-24 16:00:00,63,urban,web,credit,transfer_money,Transfer $100 to my savings. 449,60,2
15097,1243,2022-08-15 14:00:00,52,rural,mobile,savings,loan_inquiry,What are loan rates?,26,3
15098,15637,2023-08-10 14:00:00,80,urban,mobile,savings,transfer_money,Send money to friend.,27,3
15099,10109,2022-06-20 12:00:00,66,urban,mobile,credit,report_fraud,Report fraudulent transaction.,60,2
15100,8099,2023-07-03 10:00:00,53,urban,app,checking,card_activation,Activate my new credit card.,51,1
15101,3413,2022-07-31 17:00:00,36,urban,web,checking,report_fraud,I think my card was stolen. 418,13,3
15102,18884,2023-10-03 18:00:00,29,urban,app,savings,loan_inquiry,Apply for personal loan.,10,4
15103,11633,2022-04-23 14:00:00,58,urban,mobile,credit,transfer_money,Send money to friend.,41,1
15104,13232,2023-09-21 18:00:00,19,urban,mobile,checking,transfer_money,Make a wire transfer. 617,57,2
15105,15184,2023-09-18 10:00:00,44,rural,mobile,checking,open_account,How to open a new account?,47,2
15106,7161,2022-12-04 12:00:00,45,urban,mobile,savings,check_balance,How much money do I have left? 165,37,1
15107,19930,2022-05-13 12:00:00,47,rural,mobile,checking,check_balance,How much money do I have left? 366,15,3
15108,17598,2023-09-12 12:00:00,78,rural,mobile,savings,report_fraud,Unauthorized charge on my account.,35,1
15109,11124,2023-07-07 09:00:00,79,urban,app,checking,check_balance,Check my account balance please. 980,26,4
15110,16803,2022-01-21 19:00:00,54,urban,mobile,checking,check_balance,Check my account balance please. 464,23,2
15111,4961,2022-01-22 17:00:00,27,urban,web,checking,loan_inquiry,Check eligibility for mortgage.,22,3
15112,789,2023-01-24 13:00:00,52,urban,web,checking,card_activation,Activate my new credit card. 617,20,2
15113,18256,2022-04-03 13:00:00,36,rural,mobile,checking,card_activation,Activate my new credit card. 787,54,1
15114,13351,2023-12-23 16:00:00,76,urban,mobile,credit,open_account,Apply for checking account.,19,4
15115,18410,2022-12-08 15:00:00,70,urban,app,credit,card_activation,How to activate debit card?,19,5
15116,2447,2022-12-28 15:00:00,35,rural,mobile,checking,card_activation,Activate my new credit card.,59,1
15117,16184,2023-07-21 13:00:00,54,urban,web,checking,loan_inquiry,Check eligibility for mortgage.,17,5
15118,8753,2022-03-06 13:00:00,20,urban,mobile,savings,card_activation,Activate my new credit card.,60,1
15119,19036,2023-11-02 14:00:00,35,urban,web,savings,check_balance,Check my account balance please. 476,49,2
15120,13441,2022-02-20 12:00:00,38,urban,app,credit,loan_inquiry,What are loan rates?,40,2
15121,12097,2023-06-16 09:00:00,31,urban,app,savings,payment_issue,Why was my payment declined? 577,55,2
15122,16924,2022-08-04 20:00:00,52,rural,web,savings,loan_inquiry,Check eligibility for mortgage. 330,17,3
15123,6500,2023-01-06 08:00:00,57,urban,web,credit,check_balance,Check my account balance please. 605,12,5
15124,14768,2023-07-03 10:00:00,67,rural,app,savings,report_fraud,I think my card was stolen. 740,51,2
15125,19674,2022-07-23 17:00:00,72,urban,app,credit,report_fraud,Report fraudulent transaction.,55,1
15126,11338,2022-06-10 11:00:00,57,rural,web,credit,card_activation,How to activate debit card? 590,31,1
15127,15820,2023-07-03 19:00:00,56,urban,mobile,credit,report_fraud,I think my card was stolen.,19,4
15128,15785,2023-02-10 13:00:00,67,urban,app,savings,payment_issue,Bill payment error.,24,4
15129,19143,2022-08-23 16:00:00,74,urban,mobile,checking,transfer_money,Transfer $100 to my savings. 388,34,2
15130,5312,2022-10-25 19:00:00,59,urban,app,savings,check_balance,Check my account balance please. 765,30,2
15131,11453,2022-06-15 09:00:00,39,rural,app,savings,check_balance,Check my account balance please.,47,2
15132,14575,2023-01-18 08:00:00,58,urban,mobile,savings,loan_inquiry,Apply for personal loan.,33,3
15133,18280,2022-12-06 15:00:00,52,urban,web,checking,transfer_money,Make a wire transfer.,13,3
15134,15953,2023-02-28 20:00:00,26,urban,mobile,checking,payment_issue,Payment not going through. 530,38,2
15135,2501,2022-08-09 19:00:00,33,urban,mobile,credit,check_balance,Check my account balance please. 180,12,4
15136,14719,2023-07-21 17:00:00,36,rural,mobile,checking,transfer_money,Send money to friend.,59,1
15137,2830,2022-09-12 08:00:00,20,urban,app,checking,payment_issue,Why was my payment declined? 22,31,3
15138,48,2022-01-14 10:00:00,47,urban,mobile,savings,report_fraud,Report fraudulent transaction. 444,12,5
15139,2365,2022-02-06 14:00:00,77,urban,mobile,savings,check_balance,How much money do I have left? 451,14,5
15140,12865,2022-01-21 15:00:00,41,rural,web,credit,report_fraud,I think my card was stolen. 971,18,5
15141,8178,2023-06-24 15:00:00,71,urban,app,savings,loan_inquiry,What are loan rates?,45,2
15142,13348,2022-04-15 14:00:00,18,urban,mobile,credit,check_balance,What's my current balance? 142,13,3
15143,7932,2023-05-29 15:00:00,67,urban,mobile,credit,open_account,Open savings account online.,60,2
15144,19187,2023-02-12 10:00:00,27,rural,web,credit,loan_inquiry,Apply for personal loan. 782,16,5
15145,12842,2023-05-12 19:00:00,48,urban,mobile,credit,loan_inquiry,Check eligibility for mortgage.,15,5
15146,11845,2022-02-13 17:00:00,79,urban,mobile,credit,open_account,Open savings account online. 859,51,1
15147,8595,2022-06-10 18:00:00,57,urban,web,checking,card_activation,Card activation code.,23,3
15148,13419,2022-10-17 15:00:00,72,urban,mobile,checking,card_activation,Activate my new credit card. 19,60,1
15149,2087,2022-11-05 10:00:00,73,urban,web,checking,transfer_money,Make a wire transfer.,37,3
15150,10420,2022-01-25 10:00:00,57,urban,app,checking,open_account,Open savings account online.,17,5
15151,11603,2022-08-24 20:00:00,39,rural,web,credit,transfer_money,Send money to friend. 903,54,1
15152,11183,2023-10-09 09:00:00,40,urban,mobile,savings,card_activation,How to activate debit card? 95,59,1
15153,12836,2023-12-06 12:00:00,39,urban,app,credit,payment_issue,Payment not going through. 692,19,5
15154,17534,2022-09-11 17:00:00,60,urban,mobile,credit,check_balance,How much money do I have left? 495,53,2
15155,16447,2022-02-04 12:00:00,18,urban,app,checking,loan_inquiry,Apply for personal loan. 986,11,3
15156,3154,2022-10-06 20:00:00,22,urban,mobile,credit,check_balance,How much money do I have left? 738,12,5
15157,9201,2022-05-07 15:00:00,43,urban,mobile,checking,loan_inquiry,Apply for personal loan.,21,3
15158,10224,2023-01-22 15:00:00,78,rural,app,savings,card_activation,How to activate debit card?,46,1
15159,10274,2023-11-03 08:00:00,34,urban,app,savings,report_fraud,Report fraudulent transaction. 945,28,2
15160,752,2023-02-15 09:00:00,51,urban,web,checking,payment_issue,Bill payment error. 873,12,4
15161,8850,2022-05-15 14:00:00,70,urban,mobile,savings,transfer_money,Transfer $100 to my savings.,51,1
15162,17085,2022-10-04 19:00:00,65,urban,app,savings,payment_issue,Bill payment error. 596,33,2
15163,16221,2022-03-28 16:00:00,48,urban,app,checking,card_activation,Activate my new credit card.,21,3
15164,10349,2022-03-20 12:00:00,51,urban,web,savings,check_balance,What's my current balance? 721,60,2
15165,17925,2022-03-17 11:00:00,31,urban,mobile,savings,check_balance,What's my current balance?,51,2
15166,19417,2023-06-01 20:00:00,29,urban,mobile,savings,transfer_money,Make a wire transfer. 864,24,3
15167,6168,2023-12-22 12:00:00,53,urban,app,checking,loan_inquiry,What are loan rates?,59,1
15168,6365,2023-03-02 18:00:00,32,urban,mobile,savings,payment_issue,Payment not going through. 843,50,1
15169,1984,2022-01-21 15:00:00,20,rural,mobile,checking,check_balance,How much money do I have left? 705,31,1
15170,14630,2022-01-16 13:00:00,26,urban,app,checking,report_fraud,Report fraudulent transaction.,52,1
15171,16289,2023-07-09 11:00:00,27,urban,app,credit,open_account,How to open a new account?,22,3
15172,11274,2023-09-12 16:00:00,22,urban,mobile,credit,card_activation,Card activation code.,37,2
15173,7649,2022-06-05 14:00:00,19,rural,mobile,credit,loan_inquiry,What are loan rates? 943,45,2
15174,7895,2022-04-08 13:00:00,43,urban,web,credit,check_balance,Check my account balance please.,51,1
15175,13306,2023-08-26 17:00:00,23,urban,web,credit,transfer_money,Transfer $100 to my savings. 380,10,5
15176,12926,2023-02-05 15:00:00,62,urban,mobile,checking,transfer_money,Send money to friend.,37,3
15177,18699,2022-07-18 12:00:00,23,rural,mobile,savings,transfer_money,Send money to friend.,18,3
15178,10328,2023-09-13 11:00:00,22,urban,mobile,savings,check_balance,How much money do I have left? 140,51,2
15179,18034,2022-11-16 09:00:00,63,urban,mobile,savings,transfer_money,Make a wire transfer.,51,1
15180,11412,2022-11-28 15:00:00,45,urban,mobile,savings,check_balance,How much money do I have left?,31,1
15181,6901,2023-03-12 10:00:00,36,urban,web,checking,payment_issue,Payment not going through.,60,1
15182,16138,2023-06-09 14:00:00,41,urban,mobile,credit,loan_inquiry,Check eligibility for mortgage. 313,10,4
15183,3801,2022-01-24 15:00:00,54,rural,mobile,credit,report_fraud,Report fraudulent transaction.,33,3
15184,2479,2022-11-06 18:00:00,43,urban,mobile,savings,check_balance,How much money do I have left? 729,20,3
15185,9968,2022-10-08 13:00:00,32,urban,mobile,savings,card_activation,How to activate debit card? 193,33,3
15186,10159,2023-04-15 16:00:00,77,urban,web,credit,card_activation,Card activation code. 100,48,1
15187,7055,2022-07-27 15:00:00,58,rural,mobile,credit,payment_issue,Bill payment error.,29,4
15188,6060,2022-04-13 14:00:00,33,urban,app,checking,transfer_money,Send money to friend.,54,2
15189,9960,2022-09-28 08:00:00,69,urban,mobile,savings,payment_issue,Why was my payment declined?,14,3
15190,12008,2023-11-03 18:00:00,48,rural,mobile,checking,open_account,Open savings account online. 992,43,2
15191,8434,2023-08-14 14:00:00,61,rural,web,credit,check_balance,Check my account balance please. 870,36,2
15192,6210,2023-04-28 17:00:00,69,urban,mobile,checking,loan_inquiry,Apply for personal loan. 829,12,4
15193,7116,2023-01-21 16:00:00,63,urban,web,savings,open_account,How to open a new account?,36,2
15194,13069,2022-10-26 16:00:00,67,rural,mobile,credit,check_balance,How much money do I have left? 920,50,1
15195,18641,2023-03-16 19:00:00,46,urban,app,checking,check_balance,What's my current balance?,60,1
15196,3369,2022-04-06 19:00:00,68,rural,web,savings,card_activation,Activate my new credit card.,39,3
15197,16129,2022-08-16 15:00:00,72,rural,mobile,credit,open_account,How to open a new account?,13,5
15198,2828,2023-02-21 17:00:00,39,urban,mobile,credit,transfer_money,Make a wire transfer.,44,1
15199,15991,2023-07-29 12:00:00,72,urban,web,credit,report_fraud,Report fraudulent transaction. 669,39,2
15200,2488,2022-10-13 20:00:00,56,urban,app,credit,loan_inquiry,Apply for personal loan. 242,41,2
15201,19988,2023-05-10 16:00:00,74,urban,web,credit,card_activation,How to activate debit card?,18,5
15202,19906,2022-10-19 14:00:00,36,rural,app,checking,loan_inquiry,Check eligibility for mortgage.,26,2
15203,13348,2023-12-21 11:00:00,23,urban,web,credit,open_account,Open savings account online. 941,30,3
15204,16278,2023-07-01 10:00:00,67,rural,mobile,credit,check_balance,What's my current balance? 241,44,2
15205,1644,2023-06-03 18:00:00,52,urban,mobile,savings,report_fraud,Report fraudulent transaction.,49,1
15206,17597,2022-09-08 10:00:00,71,urban,app,checking,payment_issue,Payment not going through. 114,51,1
15207,20,2023-01-27 13:00:00,80,rural,app,savings,report_fraud,Unauthorized charge on my account. 281,56,1
15208,676,2022-01-18 20:00:00,60,urban,mobile,credit,loan_inquiry,Apply for personal loan. 757,58,2
15209,16993,2023-05-24 11:00:00,66,rural,web,savings,payment_issue,Why was my payment declined? 589,41,1
15210,16446,2023-02-08 18:00:00,73,rural,mobile,checking,loan_inquiry,Apply for personal loan.,18,4
15211,9458,2023-01-17 17:00:00,53,urban,mobile,credit,report_fraud,I think my card was stolen. 335,18,5
15212,1155,2023-07-14 20:00:00,70,urban,mobile,credit,payment_issue,Payment not going through. 844,46,2
15213,9821,2022-04-21 08:00:00,32,rural,mobile,checking,card_activation,How to activate debit card?,20,4
15214,9819,2023-04-09 10:00:00,54,urban,mobile,checking,transfer_money,Transfer $100 to my savings.,33,3
15215,3717,2022-08-18 13:00:00,71,urban,app,credit,card_activation,Activate my new credit card.,59,2
15216,5243,2023-08-15 12:00:00,60,urban,mobile,credit,report_fraud,Unauthorized charge on my account.,43,1
15217,5023,2022-01-26 11:00:00,34,rural,web,savings,open_account,Apply for checking account. 66,43,1
15218,17827,2023-02-11 11:00:00,78,rural,web,checking,transfer_money,Make a wire transfer. 910,60,2
15219,1654,2022-08-26 14:00:00,25,urban,mobile,checking,card_activation,Card activation code. 674,43,1
15220,2503,2023-04-03 18:00:00,30,rural,app,savings,payment_issue,Why was my payment declined?,31,3
15221,19654,2023-01-14 17:00:00,33,rural,web,savings,payment_issue,Bill payment error.,19,4
15222,16666,2023-05-04 19:00:00,22,urban,mobile,savings,open_account,Open savings account online. 544,27,3
15223,14087,2023-07-31 08:00:00,68,urban,app,credit,report_fraud,Report fraudulent transaction.,16,4
15224,3404,2022-04-22 12:00:00,41,urban,web,checking,payment_issue,Bill payment error. 932,15,3
15225,1236,2023-10-21 10:00:00,43,urban,mobile,savings,card_activation,Activate my new credit card.,41,2
15226,13150,2022-11-15 12:00:00,36,rural,mobile,credit,payment_issue,Bill payment error. 261,24,4
15227,14397,2022-12-07 17:00:00,20,rural,web,checking,open_account,Open savings account online. 775,31,3
15228,14431,2022-05-28 12:00:00,25,urban,app,credit,transfer_money,Send money to friend. 580,38,1
15229,17170,2023-10-08 12:00:00,43,rural,mobile,checking,report_fraud,Unauthorized charge on my account. 122,56,2
15230,13865,2022-03-27 12:00:00,63,rural,mobile,savings,loan_inquiry,Check eligibility for mortgage.,26,3
15231,15507,2022-04-08 12:00:00,57,urban,mobile,credit,report_fraud,I think my card was stolen.,50,1
15232,11510,2023-07-29 10:00:00,48,urban,mobile,checking,transfer_money,Send money to friend.,48,1
15233,3195,2022-06-23 18:00:00,46,urban,web,savings,check_balance,What's my current balance?,57,2
15234,4790,2022-08-01 20:00:00,48,urban,app,savings,check_balance,How much money do I have left?,18,4
15235,10639,2023-05-17 14:00:00,36,urban,mobile,credit,loan_inquiry,Apply for personal loan.,15,4
15236,5351,2023-08-31 14:00:00,64,rural,web,credit,open_account,Apply for checking account.,12,4
15237,534,2022-09-13 19:00:00,37,rural,mobile,savings,loan_inquiry,Apply for personal loan.,12,4
15238,3664,2022-03-27 16:00:00,62,urban,mobile,credit,check_balance,What's my current balance? 512,18,5
15239,130,2022-05-25 08:00:00,39,urban,app,checking,transfer_money,Send money to friend. 703,28,3
15240,12564,2023-02-17 20:00:00,46,urban,mobile,checking,card_activation,Card activation code.,51,1
15241,19344,2023-09-24 16:00:00,62,urban,web,credit,loan_inquiry,Check eligibility for mortgage. 15,19,4
15242,1859,2023-04-30 14:00:00,28,urban,web,checking,check_balance,Check my account balance please. 259,59,2
15243,15736,2023-06-20 08:00:00,18,urban,web,checking,report_fraud,Report fraudulent transaction.,24,2
15244,12343,2023-08-04 14:00:00,26,urban,mobile,checking,loan_inquiry,What are loan rates?,19,5
15245,3650,2022-08-27 14:00:00,35,urban,web,savings,transfer_money,Send money to friend. 535,54,2
15246,10979,2022-03-02 14:00:00,18,urban,web,checking,open_account,How to open a new account?,32,1
15247,19482,2023-05-21 12:00:00,22,urban,app,checking,check_balance,How much money do I have left?,25,2
15248,19897,2022-09-16 15:00:00,72,rural,mobile,savings,card_activation,How to activate debit card?,46,1
15249,4861,2023-02-26 18:00:00,64,rural,mobile,credit,payment_issue,Why was my payment declined? 385,16,3
15250,9413,2022-11-15 16:00:00,29,urban,app,checking,transfer_money,Transfer $100 to my savings.,52,1
15251,8834,2022-12-12 20:00:00,45,urban,mobile,savings,report_fraud,Report fraudulent transaction. 658,56,1
15252,14136,2022-06-04 16:00:00,41,urban,web,savings,transfer_money,Make a wire transfer. 933,14,5
15253,724,2022-02-07 14:00:00,54,urban,app,savings,card_activation,How to activate debit card? 330,51,2
15254,738,2022-11-26 13:00:00,73,urban,mobile,checking,transfer_money,Transfer $100 to my savings.,49,2
15255,13880,2023-12-07 16:00:00,47,urban,app,credit,loan_inquiry,What are loan rates?,58,1
15256,1300,2023-08-02 08:00:00,36,urban,app,checking,loan_inquiry,Apply for personal loan. 112,56,2
15257,19865,2023-09-06 08:00:00,56,urban,app,savings,payment_issue,Payment not going through. 427,45,2
15258,340,2023-02-21 11:00:00,57,rural,mobile,savings,card_activation,Activate my new credit card.,27,4
15259,153,2022-01-06 11:00:00,76,urban,app,credit,payment_issue,Why was my payment declined? 593,45,1
15260,9614,2022-10-02 11:00:00,65,rural,web,savings,payment_issue,Why was my payment declined? 402,58,1
15261,13756,2023-12-08 11:00:00,70,rural,mobile,checking,payment_issue,Payment not going through.,10,5
15262,15983,2022-08-03 20:00:00,38,urban,mobile,credit,transfer_money,Send money to friend.,29,4
15263,19436,2023-07-30 17:00:00,40,urban,mobile,savings,report_fraud,Report fraudulent transaction.,10,5
15264,427,2023-05-16 13:00:00,67,urban,app,credit,report_fraud,Report fraudulent transaction. 446,15,4
15265,9328,2023-07-13 16:00:00,20,urban,mobile,savings,loan_inquiry,Check eligibility for mortgage.,29,4
15266,18757,2023-05-27 17:00:00,26,urban,mobile,savings,check_balance,What's my current balance? 542,28,2
15267,11522,2022-11-17 16:00:00,31,urban,mobile,savings,transfer_money,Make a wire transfer.,43,2
15268,17334,2023-10-30 08:00:00,48,rural,mobile,checking,loan_inquiry,Apply for personal loan.,22,4
15269,1374,2022-08-30 15:00:00,72,urban,mobile,credit,card_activation,Activate my new credit card.,29,2
15270,7083,2022-11-26 17:00:00,23,rural,mobile,credit,loan_inquiry,Apply for personal loan.,10,3
15271,9894,2023-04-18 14:00:00,18,urban,mobile,checking,open_account,How to open a new account?,13,5
15272,18867,2023-12-27 15:00:00,28,urban,web,savings,transfer_money,Transfer $100 to my savings.,20,3
15273,7594,2023-05-10 15:00:00,72,urban,web,credit,transfer_money,Send money to friend.,47,2
15274,9496,2023-06-11 15:00:00,61,rural,mobile,credit,card_activation,Activate my new credit card.,29,3
15275,16755,2023-07-23 18:00:00,38,rural,mobile,checking,open_account,Apply for checking account. 635,34,1
15276,7838,2022-03-25 11:00:00,71,urban,app,credit,loan_inquiry,What are loan rates?,34,3
15277,11173,2022-04-18 09:00:00,35,urban,mobile,credit,report_fraud,I think my card was stolen.,30,1
15278,18681,2023-03-12 13:00:00,41,rural,mobile,credit,check_balance,Check my account balance please. 725,38,1
15279,10318,2023-12-18 18:00:00,75,urban,mobile,checking,transfer_money,Send money to friend. 282,46,2
15280,10935,2022-03-21 18:00:00,23,urban,web,savings,report_fraud,Report fraudulent transaction.,59,1
15281,18749,2023-01-20 18:00:00,64,urban,mobile,checking,open_account,Apply for checking account.,31,2
15282,5231,2022-05-11 09:00:00,51,urban,web,checking,card_activation,Card activation code. 766,35,2
15283,13646,2022-01-14 10:00:00,25,urban,web,credit,card_activation,Activate my new credit card. 85,30,3
15284,8955,2022-06-15 17:00:00,34,urban,mobile,credit,loan_inquiry,What are loan rates? 483,33,2
15285,12255,2023-06-17 17:00:00,48,urban,mobile,checking,loan_inquiry,Apply for personal loan. 826,19,5
15286,17389,2022-05-05 16:00:00,47,rural,mobile,savings,payment_issue,Payment not going through. 822,28,4
15287,7058,2022-06-20 13:00:00,61,urban,web,checking,loan_inquiry,Apply for personal loan.,10,5
15288,3756,2022-07-22 13:00:00,77,rural,app,checking,payment_issue,Payment not going through.,45,2
15289,2847,2023-03-25 12:00:00,47,urban,mobile,checking,payment_issue,Payment not going through.,33,1
15290,2965,2022-04-27 17:00:00,19,rural,mobile,credit,report_fraud,I think my card was stolen.,13,5
15291,8879,2022-02-09 14:00:00,46,rural,mobile,checking,check_balance,Check my account balance please.,26,2
15292,12649,2023-03-11 14:00:00,33,urban,mobile,checking,open_account,How to open a new account? 864,34,1
15293,2756,2023-05-23 16:00:00,22,rural,mobile,savings,payment_issue,Payment not going through. 188,26,3
15294,19117,2022-06-24 18:00:00,23,urban,web,checking,transfer_money,Transfer $100 to my savings.,12,5
15295,6474,2023-10-04 17:00:00,70,urban,mobile,savings,check_balance,Check my account balance please.,46,1
15296,14555,2023-06-22 18:00:00,35,urban,web,savings,transfer_money,Make a wire transfer.,23,3
15297,1694,2023-05-14 13:00:00,30,urban,app,checking,loan_inquiry,Apply for personal loan.,45,1
15298,11085,2022-05-24 17:00:00,52,urban,web,checking,open_account,How to open a new account?,22,2
15299,12004,2023-07-15 18:00:00,75,urban,mobile,savings,report_fraud,Report fraudulent transaction. 51,23,4
15300,17069,2023-03-05 18:00:00,21,urban,mobile,credit,loan_inquiry,What are loan rates? 341,36,1
15301,2920,2023-02-13 20:00:00,25,urban,web,checking,open_account,Open savings account online.,26,3
15302,3757,2022-01-10 19:00:00,50,urban,mobile,credit,open_account,Open savings account online.,38,2
15303,3284,2022-10-31 19:00:00,71,rural,web,checking,report_fraud,Unauthorized charge on my account. 716,44,2
15304,4692,2022-05-01 16:00:00,28,urban,app,savings,open_account,Apply for checking account. 105,54,1
15305,7351,2023-03-22 09:00:00,24,rural,web,credit,open_account,How to open a new account? 721,55,1
15306,17541,2022-10-29 11:00:00,42,urban,mobile,credit,loan_inquiry,Apply for personal loan.,33,3
15307,3062,2023-11-24 11:00:00,36,urban,mobile,checking,open_account,Apply for checking account.,18,5
15308,5920,2022-10-05 17:00:00,75,urban,web,checking,open_account,How to open a new account?,58,1
15309,17677,2023-06-20 13:00:00,77,rural,web,credit,card_activation,How to activate debit card? 497,33,2
15310,10077,2022-11-27 15:00:00,20,urban,mobile,credit,open_account,Open savings account online.,56,1
15311,9753,2023-09-22 12:00:00,59,rural,mobile,checking,payment_issue,Payment not going through. 105,49,1
15312,16013,2023-01-16 11:00:00,53,urban,web,checking,check_balance,Check my account balance please. 440,38,1
15313,9176,2023-08-01 12:00:00,18,urban,mobile,savings,transfer_money,Make a wire transfer.,13,4
15314,7903,2023-10-28 10:00:00,56,urban,web,credit,card_activation,How to activate debit card? 516,51,1
15315,2068,2022-06-19 15:00:00,76,rural,app,credit,transfer_money,Transfer $100 to my savings. 251,40,1
15316,1980,2022-05-25 12:00:00,59,urban,mobile,credit,report_fraud,Report fraudulent transaction. 869,32,2
15317,18121,2022-10-25 18:00:00,52,urban,web,credit,card_activation,How to activate debit card? 225,37,3
15318,18303,2023-06-20 18:00:00,70,rural,mobile,credit,payment_issue,Bill payment error.,31,2
15319,701,2023-12-03 11:00:00,28,urban,app,checking,payment_issue,Why was my payment declined? 807,29,4
15320,4047,2022-07-29 14:00:00,63,urban,mobile,credit,payment_issue,Payment not going through.,17,4
15321,2074,2023-09-21 18:00:00,45,rural,mobile,checking,transfer_money,Transfer $100 to my savings.,27,3
15322,11946,2023-01-16 10:00:00,24,urban,mobile,savings,open_account,Apply for checking account. 131,13,3
15323,16779,2023-06-16 13:00:00,31,urban,mobile,savings,check_balance,What's my current balance? 660,23,4
15324,3049,2023-09-12 13:00:00,38,urban,app,credit,payment_issue,Why was my payment declined? 816,57,1
15325,19837,2022-09-15 19:00:00,23,urban,mobile,checking,check_balance,Check my account balance please. 425,24,2
15326,523,2023-04-29 18:00:00,53,urban,mobile,credit,payment_issue,Payment not going through. 410,12,4
15327,11102,2023-04-19 08:00:00,50,urban,mobile,credit,open_account,Apply for checking account. 59,10,5
15328,8742,2022-08-04 20:00:00,24,urban,mobile,checking,card_activation,Card activation code.,36,3
15329,17853,2022-12-05 16:00:00,78,urban,mobile,credit,report_fraud,Report fraudulent transaction. 594,31,1
15330,12675,2022-05-19 09:00:00,78,rural,mobile,credit,open_account,Apply for checking account.,38,3
15331,17806,2022-06-18 17:00:00,77,urban,web,savings,card_activation,Card activation code. 52,58,1
15332,286,2023-06-21 19:00:00,48,rural,web,checking,open_account,Apply for checking account. 719,41,1
15333,19130,2023-05-01 16:00:00,67,urban,app,savings,transfer_money,Send money to friend. 982,59,1
15334,11958,2022-01-11 14:00:00,44,urban,web,credit,check_balance,What's my current balance?,23,2
15335,7109,2022-11-22 17:00:00,40,urban,mobile,credit,report_fraud,Report fraudulent transaction. 329,40,1
15336,14991,2023-03-03 15:00:00,18,urban,mobile,credit,report_fraud,I think my card was stolen. 493,49,2
15337,17830,2022-07-03 17:00:00,58,urban,web,credit,payment_issue,Payment not going through.,54,1
15338,5838,2022-06-03 18:00:00,43,urban,mobile,credit,loan_inquiry,Check eligibility for mortgage.,36,3
15339,15033,2023-04-27 10:00:00,53,rural,web,savings,transfer_money,Make a wire transfer. 349,17,5
15340,1467,2022-03-10 20:00:00,74,rural,app,savings,card_activation,How to activate debit card? 181,16,3
15341,9107,2022-01-06 16:00:00,52,urban,web,savings,check_balance,How much money do I have left?,51,2
15342,8480,2022-11-16 16:00:00,67,urban,mobile,credit,transfer_money,Make a wire transfer. 982,14,4
15343,10281,2023-12-20 15:00:00,64,urban,mobile,savings,card_activation,Activate my new credit card. 963,13,3
15344,5933,2022-07-12 20:00:00,70,rural,app,checking,check_balance,What's my current balance? 154,37,3
15345,9997,2022-07-24 13:00:00,20,urban,web,checking,report_fraud,I think my card was stolen.,15,5
15346,1179,2023-12-12 14:00:00,71,urban,web,checking,loan_inquiry,Apply for personal loan. 840,19,5
15347,2552,2022-04-07 08:00:00,37,urban,mobile,checking,payment_issue,Payment not going through. 738,49,1
15348,16026,2023-07-05 13:00:00,69,urban,web,checking,card_activation,How to activate debit card?,57,1
15349,9781,2023-04-15 11:00:00,59,urban,mobile,credit,payment_issue,Bill payment error. 825,53,1
